# Nuitka runtime helpers ranked by call frequency
# (aliases are used in per-module .disasm.txt files)
# Rank  CallCount  Alias                     Address

   533          1  fn_0x143111040            0x143111040
   534          1  fn_0x1431300E5            0x1431300E5
   535          1  fn_0x143111EF0            0x143111EF0
   536          1  fn_0x143135740            0x143135740
   537          1  fn_0x143159F7D            0x143159F7D
   538          1  fn_0x143136960            0x143136960
   539          1  fn_0x1431656D5            0x1431656D5
   540          1  fn_0x14315EB30            0x14315EB30
   541          1  fn_0x143166CE0            0x143166CE0
   542          1  fn_0x143196C65            0x143196C65
   543          1  fn_0x143167F40            0x143167F40
   544          1  fn_0x14319C9B8            0x14319C9B8
   545          1  fn_0x14319C901            0x14319C901
   546          1  fn_0x14319C254            0x14319C254
   547          1  fn_0x14319AA75            0x14319AA75
   548          1  fn_0x143199470            0x143199470
   549          1  fn_0x14319DAB8            0x14319DAB8
   550          1  fn_0x14319DA01            0x14319DA01
   551          1  fn_0x14319D1B4            0x14319D1B4
   552          1  fn_0x14319DD40            0x14319DD40
   553          1  fn_0x1431B3DCF            0x1431B3DCF
   554          1  fn_0x14319E4E0            0x14319E4E0
   555          1  fn_0x1431C2CD8            0x1431C2CD8
   556          1  fn_0x1431C2C21            0x1431C2C21
   557          1  fn_0x1431C23D4            0x1431C23D4
   558          1  fn_0x1431B7760            0x1431B7760
   559          1  fn_0x1431BF115            0x1431BF115
   560          1  fn_0x1431B8280            0x1431B8280
   561          1  fn_0x1431C2F60            0x1431C2F60
   562          1  fn_0x1431E0BD5            0x1431E0BD5
   563          1  fn_0x1431C4B30            0x1431C4B30
   564          1  fn_0x1431E9FC0            0x1431E9FC0
   565          1  fn_0x143216FE5            0x143216FE5
   566          1  fn_0x1431EB060            0x1431EB060
   567          1  fn_0x143224045            0x143224045
   568          1  fn_0x14321C250            0x14321C250
   569          1  fn_0x143232B45            0x143232B45
   570          1  fn_0x143226510            0x143226510
   571          1  fn_0x14323BE55            0x14323BE55
   572          1  fn_0x143235340            0x143235340
   573          1  fn_0x14323E9C0            0x14323E9C0
   574          1  fn_0x14324E325            0x14324E325
   575          1  fn_0x14323FE00            0x14323FE00
   576          1  fn_0x1432654A5            0x1432654A5
   577          1  fn_0x143254B80            0x143254B80
   578          1  fn_0x14327535D            0x14327535D
   579          1  fn_0x143267F10            0x143267F10
   580          1  fn_0x1432828E8            0x1432828E8
   581          1  fn_0x143282831            0x143282831
   582          1  fn_0x143282184            0x143282184
   583          1  fn_0x143278640            0x143278640
   584          1  fn_0x14327E1F5            0x14327E1F5
   585          1  fn_0x14327BDD0            0x14327BDD0
   586          1  fn_0x1479FE0E0            0x1479FE0E0
   587          1  fn_0x14328537E            0x14328537E
   588          1  fn_0x143282AD0            0x143282AD0
   589          1  fn_0x14328FE25            0x14328FE25
   590          1  fn_0x143285B90            0x143285B90
   591          1  fn_0x143290DE0            0x143290DE0
   592          1  fn_0x143296F85            0x143296F85
   593          1  fn_0x1432923F0            0x1432923F0
   594          1  fn_0x14329D105            0x14329D105
   595          1  fn_0x143298680            0x143298680
   596          1  fn_0x1432A19C5            0x1432A19C5
   597          1  fn_0x14329D9C0            0x14329D9C0
   598          1  fn_0x1432A5865            0x1432A5865
   599          1  fn_0x1432A2120            0x1432A2120
   600          1  fn_0x1432B5D7D            0x1432B5D7D
   601          1  fn_0x1432A6AB0            0x1432A6AB0
   602          1  fn_0x1432B8D8E            0x1432B8D8E
   603          1  fn_0x1432B7230            0x1432B7230
   604          1  fn_0x1432C9285            0x1432C9285
   605          1  fn_0x1432BC440            0x1432BC440
   606          1  fn_0x1432CB700            0x1432CB700
   607          1  fn_0x1432DE5E7            0x1432DE5E7
   608          1  fn_0x1432CC390            0x1432CC390
   609          1  fn_0x1432E5300            0x1432E5300
   610          1  fn_0x143306BDD            0x143306BDD
   611          1  fn_0x1432E6CC0            0x1432E6CC0
   612          1  fn_0x14330EBC5            0x14330EBC5
   613          1  fn_0x14330D220            0x14330D220
   614          1  fn_0x1433119D5            0x1433119D5
   615          1  fn_0x14330F4C0            0x14330F4C0
   616          1  fn_0x14331EFFD            0x14331EFFD
   617          1  fn_0x143312080            0x143312080
   618          1  fn_0x14331FFE0            0x14331FFE0
   619          1  fn_0x14332DEE7            0x14332DEE7
   620          1  fn_0x143320AD0            0x143320AD0
   621          1  fn_0x143346515            0x143346515
   622          1  fn_0x1433311C0            0x1433311C0
   623          1  fn_0x1433509A6            0x1433509A6
   624          1  fn_0x14334B6C0            0x14334B6C0
